county,County.FIPS,id,abbr,state,perc_stud_debt,perc_stud_debt_nw,perc_stud_debt_wh,med_stud_debt,med_stud_debt_nw,med_stud_debt_wh,perc_stud_debt_collect_STUD,perc_stud_debt_collect_STUD_nw,perc_stud_debt_collect_STUD_wh,med_stud_debt_collect,med_stud_debt_collect_nw,med_stud_debt_collect_wh,med_mon_pmt,med_mon_pmt_nw,med_mon_pmt_wh,perc_no_bach,perc_no_bach_nw,perc_no_bach_wh,perc_pop_nw,avg_income,avg_income_nw,avg_income_wh
Howard County,19089,19089,IA,Iowa,.1486486,NULL,.1486486,NULL,NULL,NULL,.0454545,n/a**,.0454545,NULL,NULL,NULL,NULL,NULL,NULL,.850855,.9415584,.8485881,.0335708,67545,18126,68897
Humboldt County,19091,19091,IA,Iowa,.1753247,NULL,.1753247,NULL,NULL,NULL,.0740741,n/a**,.0740741,NULL,NULL,NULL,NULL,NULL,NULL,.7915295,.84,.789449,.0632448,68021,48562,68838
Ida County,19093,19093,IA,Iowa,.0991736,NULL,.0991736,NULL,NULL,NULL,.1666667,n/a**,.1666667,NULL,NULL,NULL,NULL,NULL,NULL,.809751,.8762887,.8069606,.0426547,75421,46840,76352
Iowa County,19095,19095,IA,Iowa,.1463415,NULL,.1463415,NULL,NULL,NULL,0,n/a**,0,NULL,NULL,NULL,NULL,NULL,NULL,.8088353,.9466667,.8040628,.0467082,78604,46442,79807
Jackson County,19097,19097,IA,Iowa,.146789,NULL,.1464174,NULL,NULL,NULL,.0833333,n/a**,.0851064,NULL,NULL,NULL,NULL,NULL,NULL,.8116197,.8424821,.8106411,.0442382,68238,61506,68388
Jasper County,19099,19099,IA,Iowa,.1569665,NULL,.1569665,17519,NULL,17519,.1460674,n/a**,.1460674,NULL,NULL,NULL,134,NULL,134,.8214189,.861276,.819235,.0617224,69064,43909,70071
Jefferson County,19101,19101,IA,Iowa,.1774892,NULL,.1777778,NULL,NULL,NULL,.0731707,n/a*,.075,NULL,NULL,NULL,NULL,NULL,NULL,.6843672,.5380623,.7073591,.1928417,63714,36140,67433
Johnson County,19103,19103,IA,Iowa,.222693,NULL,.2236407,27202,NULL,27202,.0655391,n/a**,.0655391,NULL,NULL,NULL,194,NULL,194,.4602436,.5286247,.444693,.2277469,90332,56275,98906
Jones County,19105,19105,IA,Iowa,.1682243,NULL,.16875,9969,NULL,9969,.0740741,n/a**,.0740741,NULL,NULL,NULL,NULL,NULL,NULL,.8155645,.8957219,.8112432,.0614547,72299,51411,73010
Keokuk County,19107,19107,IA,Iowa,.1741935,NULL,.1753247,NULL,NULL,NULL,.1111111,n/a**,.1111111,NULL,NULL,NULL,NULL,NULL,NULL,.817928,.5865384,.824849,.0338235,66354,44734,67120
Kossuth County,19109,19109,IA,Iowa,.127193,NULL,.127193,NULL,NULL,NULL,0,n/a**,0,NULL,NULL,NULL,NULL,NULL,NULL,.8169147,.9129129,.8138065,.0488226,66488,41250,67342
Lee County,19111,19111,IA,Iowa,.1533865,NULL,.1526104,20409,NULL,20962,.0909091,n/a**,.0921053,NULL,NULL,NULL,156,NULL,158,.8432729,.875,.8407373,.0910802,61876,51807,62535
Linn County,19113,19113,IA,Iowa,.2143695,NULL,.2132939,19325,NULL,19383,.1025992,n/a**,.1038781,9776,NULL,9776,162,NULL,163,.6654425,.7972425,.6492383,.1451292,83719,55864,86530
Louisa County,19115,19115,IA,Iowa,.112426,NULL,.1130435,NULL,NULL,NULL,.2105263,n/a*,.0769231,NULL,NULL,NULL,NULL,NULL,NULL,.8577178,.929771,.8429532,.2184799,67785,53955,70502
Lucas County,19117,19117,IA,Iowa,.1588785,NULL,.1588785,NULL,NULL,NULL,.1176471,n/a**,.1176471,NULL,NULL,NULL,NULL,NULL,NULL,.8296796,.9390244,.8281463,.0219844,69054,25626,69806
Lyon County,19119,19119,IA,Iowa,.16,NULL,.16,NULL,NULL,NULL,0,n/a**,0,NULL,NULL,NULL,NULL,NULL,NULL,.7863618,.942623,.7811863,.0418047,75354,64210,75617
Madison County,19121,19121,IA,Iowa,.1815287,NULL,.1815287,15848,NULL,15848,.0175439,n/a**,.0175439,NULL,NULL,NULL,NULL,NULL,NULL,.7614006,.7843666,.760581,.0450598,82858,54995,83648
Mahaska County,19123,19123,IA,Iowa,.2097701,NULL,.2103746,14167,NULL,14167,.109589,n/a**,.109589,NULL,NULL,NULL,125,NULL,125,.7766613,.7808917,.7764265,.0653368,65853,49492,66570
Marion County,19125,19125,IA,Iowa,.2165138,NULL,.2165138,20178,NULL,20178,.1440678,n/a**,.1440678,NULL,NULL,NULL,148,NULL,148,.7361651,.7270306,.7364939,.0530611,71416,51438,72065
Marshall County,19127,19127,IA,Iowa,.1299145,NULL,.1299145,11243,NULL,11243,.0789474,n/a**,.0789474,NULL,NULL,NULL,118,NULL,118,.8101289,.9360705,.7786524,.2830076,66948,58604,68778
Mills County,19129,19129,IA,Iowa,.2010309,NULL,.2010309,NULL,NULL,NULL,.0512821,n/a**,.0512821,NULL,NULL,NULL,NULL,NULL,NULL,.7629126,.8554217,.7590289,.0569633,85494,60443,86276
Mitchell County,19131,19131,IA,Iowa,.2313433,NULL,.2313433,NULL,NULL,NULL,.0645161,n/a**,.0645161,NULL,NULL,NULL,NULL,NULL,NULL,.8234649,.7184466,.8265162,.0330166,69099,109850,68190
Monona County,19133,19133,IA,Iowa,.1641791,NULL,.1641791,NULL,NULL,NULL,.0909091,n/a**,.0909091,NULL,NULL,NULL,NULL,NULL,NULL,.8332291,.9034091,.8291432,.0511596,62067,33656,63611
Monroe County,19135,19135,IA,Iowa,.1481481,NULL,.1481481,NULL,NULL,NULL,.1,n/a**,.1,NULL,NULL,NULL,NULL,NULL,NULL,.8343007,.7142857,.8383663,.0649879,62835,37325,64005
Montgomery County,19137,19137,IA,Iowa,.160221,NULL,.160221,NULL,NULL,NULL,0,n/a**,0,NULL,NULL,NULL,NULL,NULL,NULL,.8254463,.8817568,.8229814,.0612506,63839,36226,65046
Muscatine County,19139,19139,IA,Iowa,.172466,NULL,.1675302,10988,NULL,13994,.0877193,n/a**,.0824742,NULL,NULL,NULL,127,NULL,140,.7799454,.8882377,.7572445,.227986,71085,61289,72899
O'Brien County,19141,19141,IA,Iowa,.1751152,NULL,.1751152,NULL,NULL,NULL,.0789474,n/a**,.0789474,NULL,NULL,NULL,NULL,NULL,NULL,.80129,.8806262,.7968355,.0721731,68188,56040,68632
Osceola County,19143,19143,IA,Iowa,.1935484,NULL,.1935484,NULL,NULL,NULL,.0555556,n/a**,.0555556,NULL,NULL,NULL,NULL,NULL,NULL,.8194152,.9507692,.8086076,.1043336,67428,59626,67978
Page County,19145,19145,IA,Iowa,.2115385,NULL,.2115385,NULL,NULL,NULL,.1363636,n/a**,.1363636,NULL,NULL,NULL,NULL,NULL,NULL,.7867026,.7937411,.7862281,.0874178,62411,46353,63407
Palo Alto County,19147,19147,IA,Iowa,.1397059,NULL,.1397059,NULL,NULL,NULL,.0526316,n/a**,.0526316,NULL,NULL,NULL,NULL,NULL,NULL,.7496809,.5791045,.7593123,.0619547,67693,48479,68785
Plymouth County,19149,19149,IA,Iowa,.2302158,NULL,.2318841,15515,NULL,15515,.0208333,n/a**,.0208333,NULL,NULL,NULL,149,NULL,149,.7895365,.9410349,.7816344,.0778386,78893,45327,80768
Pocahontas County,19151,19151,IA,Iowa,.1640625,NULL,.1640625,NULL,NULL,NULL,.1428571,n/a**,.1428571,NULL,NULL,NULL,NULL,NULL,NULL,.8531426,.8888889,.8505722,.0679907,61512,45620,62491
Polk County,19153,19153,IA,Iowa,.204132,.1744967,.2037741,19364,NULL,19171,.0910248,.1923077,.0875808,15127,NULL,17126,163,NULL,158,.610015,.7799575,.5733218,.2290909,88187,67008,92425
Pottawattamie County,19155,19155,IA,Iowa,.1881051,NULL,.1883252,19974,NULL,19915,.0955882,n/a**,.095941,NULL,NULL,NULL,144,NULL,143,.7896424,.9278777,.7763392,.1254851,71387,54204,72964
Poweshiek County,19157,19157,IA,Iowa,.2007299,NULL,.2014652,23806,NULL,23806,.1818182,n/a**,.1818182,NULL,NULL,NULL,NULL,NULL,NULL,.7493585,.7621723,.7487659,.0841172,73413,57862,74047
Ringgold County,19159,19159,IA,Iowa,.1666667,NULL,.1666667,NULL,NULL,NULL,0,n/a**,0,NULL,NULL,NULL,NULL,NULL,NULL,.7941854,.8050848,.7938021,.0435393,71933,40098,72651
Sac County,19161,19161,IA,Iowa,.1866667,NULL,.1866667,NULL,NULL,NULL,0,n/a**,0,NULL,NULL,NULL,NULL,NULL,NULL,.7941723,.9346939,.7890764,.0475274,69325,39714,70357
Scott County,19163,19163,IA,Iowa,.2088677,NULL,.2092422,19195,NULL,19005,.1017544,n/a**,.0989399,12323,NULL,12027,160,NULL,160,.677568,.7427672,.6654342,.2039785,82135,52701,87063
Shelby County,19165,19165,IA,Iowa,.1705882,NULL,.1705882,NULL,NULL,NULL,.0689655,n/a**,.0689655,NULL,NULL,NULL,NULL,NULL,NULL,.7917626,.7248677,.7949727,.0517359,72775,62930,73226
Sioux County,19167,19167,IA,Iowa,.1603376,NULL,.1603376,16568,NULL,16568,.0394737,n/a**,.0394737,NULL,NULL,NULL,133,NULL,133,.7187515,.877369,.7035952,.1287868,79537,55813,81879
Story County,19169,19169,IA,Iowa,.2070666,NULL,.2064677,22870,NULL,22878,.0634921,n/a**,.064257,NULL,NULL,NULL,178,NULL,178,.4929314,.3553864,.5140045,.1691963,69065,50331,72305
Tama County,19171,19171,IA,Iowa,.1699605,NULL,.174359,NULL,NULL,NULL,.0465116,n/a**,.0294118,NULL,NULL,NULL,NULL,NULL,NULL,.8387374,.93531,.8246081,.1853408,67908,55955,69323
Taylor County,19173,19173,IA,Iowa,.2,NULL,.2,NULL,NULL,NULL,.1176471,n/a**,.1176471,NULL,NULL,NULL,NULL,NULL,NULL,.8511822,1,.8399003,.0975649,64328,37198,66412
Union County,19175,19175,IA,Iowa,.1538462,NULL,.1538462,NULL,NULL,NULL,.25,n/a**,.25,NULL,NULL,NULL,NULL,NULL,NULL,.8279152,.8265582,.8279768,.0580583,61651,64339,61552
Van Buren County,19177,19177,IA,Iowa,.1568628,NULL,.1568628,NULL,NULL,NULL,.125,n/a**,.125,NULL,NULL,NULL,NULL,NULL,NULL,.8585939,.7045455,.861342,.0341963,66726,51652,66881
Wapello County,19179,19179,IA,Iowa,.1755725,NULL,.1755725,14184,NULL,14184,.1630435,n/a**,.1630435,NULL,NULL,NULL,119,NULL,119,.8204777,.8919457,.8102384,.1715418,59632,48329,61007
Warren County,19181,19181,IA,Iowa,.209589,NULL,.2071429,15808,NULL,15697,.0718954,n/a**,.0758621,NULL,NULL,NULL,169,NULL,165,.6829903,.8499607,.6761408,.0552258,87751,67599,88569
Washington County,19183,19183,IA,Iowa,.1869436,NULL,.1869436,15128,NULL,15128,.0793651,n/a**,.0793651,NULL,NULL,NULL,NULL,NULL,NULL,.7853756,.8706004,.7794989,.0878381,74533,44734,76597
Wayne County,19185,19185,IA,Iowa,.1935484,NULL,.1935484,NULL,NULL,NULL,.1111111,n/a**,.1111111,NULL,NULL,NULL,NULL,NULL,NULL,.870243,.8278688,.8714623,.0377358,61425,47408,61639
Webster County,19187,19187,IA,Iowa,.2164179,NULL,.2164179,14199,NULL,14199,.1293104,n/a**,.1293104,NULL,NULL,NULL,108,NULL,108,.8037179,.8238434,.8017069,.1233234,59571,56511,59823
Winnebago County,19189,19189,IA,Iowa,.1890244,NULL,.1890244,NULL,NULL,NULL,.0645161,n/a**,.0645161,NULL,NULL,NULL,NULL,NULL,NULL,.7762665,.8425197,.7725674,.0816384,62853,53859,63509
Winneshiek County,19191,19191,IA,Iowa,.1641791,NULL,.1641791,NULL,NULL,NULL,.0227273,n/a**,.0227273,NULL,NULL,NULL,NULL,NULL,NULL,.7030668,.4234043,.7132058,.048331,75120,128653,73981
Woodbury County,19193,19193,IA,Iowa,.1922317,NULL,.2132988,15818,NULL,15078,.0958904,n/a**,.0850202,NULL,NULL,NULL,142,NULL,147,.7710515,.9050224,.7318709,.2774164,77604,56464,82664
Worth County,19195,19195,IA,Iowa,.1465517,NULL,.1465517,NULL,NULL,NULL,.0588235,n/a**,.0588235,NULL,NULL,NULL,NULL,NULL,NULL,.844533,.9021739,.8424469,.0559487,68459,38257,69741
Wright County,19197,19197,IA,Iowa,.1348837,NULL,.1348837,NULL,NULL,NULL,.0689655,n/a**,.0689655,NULL,NULL,NULL,NULL,NULL,NULL,.8230397,.9615384,.8097176,.1388628,63332,46350,64960
Allen County,20001,20001,KS,Kansas,.1134021,NULL,.1111111,NULL,NULL,NULL,0,n/a**,0,NULL,NULL,NULL,NULL,NULL,NULL,.7955551,.7394958,.7997249,.0949327,54347,32299,55924
Anderson County,20003,20003,KS,Kansas,.1441441,NULL,.1441441,NULL,NULL,NULL,.125,n/a**,.125,NULL,NULL,NULL,NULL,NULL,NULL,.8247601,.8617021,.8240813,.0496689,57173,47038,57279
Atchison County,20005,20005,KS,Kansas,.1759657,NULL,.1759657,NULL,NULL,NULL,.0243902,n/a**,.0243902,NULL,NULL,NULL,NULL,NULL,NULL,.7806259,.9099591,.7704672,.1165434,63517,66223,63246
Barber County,20007,20007,KS,Kansas,.0638298,NULL,.0638298,NULL,NULL,NULL,0,n/a**,0,NULL,NULL,NULL,NULL,NULL,NULL,.8167222,.8429319,.8151125,.0847243,66304,55309,66952
Barton County,20009,20009,KS,Kansas,.0897756,NULL,.0897756,NULL,NULL,NULL,.1111111,n/a**,.1111111,NULL,NULL,NULL,NULL,NULL,NULL,.8161117,.8784482,.8069172,.1827479,65461,48462,68191
Bourbon County,20011,20011,KS,Kansas,.1344538,NULL,.1344538,NULL,NULL,NULL,.34375,n/a**,.34375,NULL,NULL,NULL,NULL,NULL,NULL,.7938963,.966877,.7816207,.09849,57238,31270,59369
Brown County,20013,20013,KS,Kansas,.1448276,NULL,.1438849,NULL,NULL,NULL,.0952381,n/a**,.1,NULL,NULL,NULL,NULL,NULL,NULL,.7821767,.8253784,.7756467,.1664942,62934,42075,66318
Butler County,20015,20015,KS,Kansas,.161658,NULL,.161658,19466,NULL,19466,.1089744,n/a**,.1089744,NULL,NULL,NULL,151,NULL,151,.7028741,.6925863,.7039424,.1157792,75446,74177,75543
Chase County,20017,20017,KS,Kansas,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.7838727,.9156626,.7775862,.0865785,60395,23633,61049
Chautauqua County,20019,20019,KS,Kansas,.0784314,NULL,.0784314,NULL,NULL,NULL,.25,n/a**,.25,NULL,NULL,NULL,NULL,NULL,NULL,.8319706,.8194946,.8335639,.1372141,55368,47246,56637
Cherokee County,20021,20021,KS,Kansas,.1298701,NULL,.1298701,NULL,NULL,NULL,.125,n/a**,.125,NULL,NULL,NULL,NULL,NULL,NULL,.8091242,.8417618,.8059772,.1170134,52963,54099,52859
Cheyenne County,20023,20023,KS,Kansas,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.7369246,.8130841,.73241,.0769518,59512,46637,60361
Clark County,20025,20025,KS,Kansas,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.6848442,.7867647,.6739812,.1407696,62784,62509,62820
Clay County,20027,20027,KS,Kansas,.1582734,NULL,.1582734,NULL,NULL,NULL,.0909091,n/a**,.0909091,NULL,NULL,NULL,NULL,NULL,NULL,.7280903,.6794872,.7301821,.0574797,77301,113395,75497
Cloud County,20029,20029,KS,Kansas,.1214286,NULL,.1214286,NULL,NULL,NULL,.0588235,n/a**,.0588235,NULL,NULL,NULL,NULL,NULL,NULL,.7750535,.9087137,.7695339,.0696468,58632,51569,58849
Coffey County,20031,20031,KS,Kansas,.1666667,NULL,.1666667,NULL,NULL,NULL,.1304348,n/a**,.1304348,NULL,NULL,NULL,NULL,NULL,NULL,.7710224,.807309,.7690502,.0658149,74259,85919,73611
Comanche County,20033,20033,KS,Kansas,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.8141177,.7826087,.816568,.0831461,68814,61792,69418
Cowley County,20035,20035,KS,Kansas,.1592129,NULL,.1597846,13038,NULL,13038,.1348315,n/a**,.1348315,NULL,NULL,NULL,141,NULL,141,.7985913,.8840621,.7833501,.202495,60785,55825,61502
Crawford County,20037,20037,KS,Kansas,.1978022,NULL,.1978022,11893,NULL,11893,.0740741,n/a**,.0740741,NULL,NULL,NULL,111,NULL,111,.7054669,.746703,.7011815,.1311496,55176,36389,57574
Decatur County,20039,20039,KS,Kansas,.0961538,NULL,.0961538,NULL,NULL,NULL,.2,n/a**,.2,NULL,NULL,NULL,NULL,NULL,NULL,.7652777,.9174312,.7571916,.0475529,57986,23104,59327
Dickinson County,20041,20041,KS,Kansas,.1447811,NULL,.1447811,NULL,NULL,NULL,.1162791,n/a**,.1162791,NULL,NULL,NULL,NULL,NULL,NULL,.7792614,.8491379,.7739366,.0898232,62191,40273,63776
Doniphan County,20043,20043,KS,Kansas,.15625,NULL,.15625,NULL,NULL,NULL,.1333333,n/a**,.1333333,NULL,NULL,NULL,NULL,NULL,NULL,.8065153,.942623,.7996266,.0969493,62436,31166,64195
Douglas County,20045,20045,KS,Kansas,.2245738,NULL,.2245738,26822,NULL,26822,.1099476,n/a**,.1099476,NULL,NULL,NULL,193,NULL,193,.4380743,.4197934,.4422079,.217629,74530,56480,78248
Edwards County,20047,20047,KS,Kansas,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.8210024,.9282051,.796481,.2317949,60933,55266,62105
Elk County,20049,20049,KS,Kansas,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.8499736,.8482758,.8501144,.0952381,50275,133264,44472
Ellis County,20051,20051,KS,Kansas,.2211302,NULL,.2222222,16985,NULL,16985,.0888889,n/a**,.0888889,NULL,NULL,NULL,122,NULL,122,.6516132,.5942699,.6554042,.1026387,71720,34734,74325
Ellsworth County,20053,20053,KS,Kansas,.175,NULL,.175,NULL,NULL,NULL,.2857143,n/a**,.2857143,NULL,NULL,NULL,NULL,NULL,NULL,.7964349,.8958333,.7833666,.1420626,59695,48551,60377
Finney County,20055,20055,KS,Kansas,.1215559,.1242938,.1046512,14527,13067,NULL,.12,.1212121,.1111111,NULL,NULL,NULL,148,NULL,NULL,.8293203,.9347461,.7255604,.581243,69499,59646,78273
Ford County,20057,20057,KS,Kansas,.0787234,.0750605,.1052632,NULL,NULL,NULL,.2162162,.1612903,.5,NULL,NULL,NULL,NULL,NULL,NULL,.8236129,.9250146,.7209531,.5981905,69260,56577,80956
Franklin County,20059,20059,KS,Kansas,.157754,NULL,.1586021,11435,NULL,11435,.0847458,n/a**,.0847458,NULL,NULL,NULL,NULL,NULL,NULL,.8050344,.866055,.8008547,.0899738,67406,45066,68566
Geary County,20061,20061,KS,Kansas,.1712329,NULL,NULL,14041,NULL,NULL,.13,n/a**,n/a*,NULL,NULL,NULL,116,NULL,NULL,.7813574,.8479836,.7382616,.4313225,58682,52537,62919
Gove County,20063,20063,KS,Kansas,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.773271,.7384615,.7757947,.0706377,61991,40522,63693
Graham County,20065,20065,KS,Kansas,.08,NULL,.08,NULL,NULL,NULL,0,n/a**,0,NULL,NULL,NULL,NULL,NULL,NULL,.7375066,.814433,.7287639,.1159136,54400,42208,55374
Grant County,20067,20067,KS,Kansas,.0555556,NULL,NULL,NULL,NULL,NULL,0,n/a**,n/a**,NULL,NULL,NULL,NULL,NULL,NULL,.8461369,.9626825,.7657591,.4827994,70865,57254,80742
Gray County,20069,20069,KS,Kansas,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.7899604,.9605263,.7620658,.1782342,78289,63655,80527
Greeley County,20071,20071,KS,Kansas,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.7097187,.648855,.7219662,.2508333,56567,47848,58379
Greenwood County,20073,20073,KS,Kansas,.0561798,NULL,.0568182,NULL,NULL,NULL,.2,n/a**,.2,NULL,NULL,NULL,NULL,NULL,NULL,.8036274,.9015151,.7974774,.07846,61562,35828,63370
Hamilton County,20075,20075,KS,Kansas,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.817952,.9366336,.7623027,.3872324,56704,38915,64388
Harper County,20077,20077,KS,Kansas,.1188119,NULL,.1188119,NULL,NULL,NULL,.0833333,n/a**,.0833333,NULL,NULL,NULL,NULL,NULL,NULL,.8288471,.9230769,.8207391,.0980081,62197,41306,64290
Harvey County,20079,20079,KS,Kansas,.1885246,NULL,.1885246,16580,NULL,16580,.1195652,n/a**,.1195652,NULL,NULL,NULL,148,NULL,148,.6895516,.8133839,.671362,.1702214,68264,45964,71817
Haskell County,20081,20081,KS,Kansas,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.8374147,.9775449,.7860669,.3269088,73119,57410,78040
Hodgeman County,20083,20083,KS,Kansas,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.7161438,.688172,.7182866,.1178067,65909,50741,67302
Jackson County,20085,20085,KS,Kansas,.1601942,NULL,.1601942,NULL,NULL,NULL,.0606061,n/a**,.0606061,NULL,NULL,NULL,NULL,NULL,NULL,.7866267,.800505,.7845169,.1591831,69162,51105,72084
Jefferson County,20087,20087,KS,Kansas,.1350482,NULL,.1350482,NULL,NULL,NULL,.1428571,n/a**,.1428571,NULL,NULL,NULL,NULL,NULL,NULL,.7808437,.8153639,.7787923,.063003,72391,71663,72432
Jewell County,20089,20089,KS,Kansas,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.8308322,.8666667,.829303,.0456104,56855,31913,57580
Johnson County,20091,20091,KS,Kansas,.1839804,NULL,.1847605,21859,NULL,21863,.0771015,n/a**,.0771462,14597,NULL,14597,181,NULL,180,.4427621,.5597314,.4184865,.2031612,117813,95036,122312
Kearny County,20093,20093,KS,Kansas,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.8412431,.9369951,.807605,.3367243,68402,44925,77209
Kingman County,20095,20095,KS,Kansas,.2142857,NULL,.2142857,NULL,NULL,NULL,.1904762,n/a**,.1904762,NULL,NULL,NULL,NULL,NULL,NULL,.7583523,.7188755,.7603108,.0650602,79157,90918,78595
Kiowa County,20097,20097,KS,Kansas,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.7212307,.7037037,.7224786,.1132225,63940,49092,64721
Labette County,20099,20099,KS,Kansas,.1172638,NULL,.1172638,NULL,NULL,NULL,.0555556,n/a**,.0555556,NULL,NULL,NULL,NULL,NULL,NULL,.822264,.8864071,.8140822,.1452349,57795,48073,59014
Lane County,20101,20101,KS,Kansas,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.7839286,.9431818,.7703488,.0816078,59335,32973,61590
Leavenworth County,20103,20103,KS,Kansas,.1631763,NULL,.1631763,16981,NULL,16981,.1390374,n/a**,.1390374,NULL,NULL,NULL,182,NULL,182,.7003859,.7689025,.6839505,.2103943,87405,47207,95282
Lincoln County,20105,20105,KS,Kansas,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.7740741,.8181818,.7729216,.0545689,61721,52204,61929
Linn County,20107,20107,KS,Kansas,.1538462,NULL,.1538462,NULL,NULL,NULL,.25,n/a**,.25,NULL,NULL,NULL,NULL,NULL,NULL,.8399882,.8666667,.8385594,.0628957,57835,40061,59063
Logan County,20109,20109,KS,Kansas,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.8240499,.8030303,.8256009,.097153,67441,50151,68455
Lyon County,20111,20111,KS,Kansas,.1932584,NULL,.1932584,17450,NULL,17450,.1395349,n/a**,.1395349,NULL,NULL,NULL,140,NULL,140,.7265762,.8601093,.686891,.2870056,63361,54665,65946
McPherson County,20113,20113,KS,Kansas,.1564626,NULL,.1571754,23370,NULL,23370,.057971,n/a**,.057971,NULL,NULL,NULL,163,NULL,163,.7101449,.8054435,.7049869,.0820468,71144,53118,72392
Marion County,20115,20115,KS,Kansas,.1863354,NULL,.1863354,NULL,NULL,NULL,.1,n/a**,.1,NULL,NULL,NULL,NULL,NULL,NULL,.7494851,.8870589,.7420179,.0714761,63379,56465,63683
Marshall County,20117,20117,KS,Kansas,.1621622,NULL,.1621622,NULL,NULL,NULL,.0416667,n/a**,.0416667,NULL,NULL,NULL,NULL,NULL,NULL,.8140142,.8561873,.8121019,.0521535,63512,54609,63812
Meade County,20119,20119,KS,Kansas,.1052632,NULL,.1052632,NULL,NULL,NULL,.1666667,n/a**,.1666667,NULL,NULL,NULL,NULL,NULL,NULL,.7987605,.9425051,.7677305,.2196667,66672,69716,66063
Miami County,20121,20121,KS,Kansas,.1420664,NULL,.1420664,20917,NULL,20917,.038961,n/a**,.038961,NULL,NULL,NULL,144,NULL,144,.7234365,.8065028,.7184856,.0710297,84525,54294,86253
Mitchell County,20123,20123,KS,Kansas,.1411765,NULL,.1411765,NULL,NULL,NULL,.1666667,n/a**,.1666667,NULL,NULL,NULL,NULL,NULL,NULL,.7474892,.8490566,.7448479,.0486982,57415,14466,58927
Montgomery County,20125,20125,KS,Kansas,.1122881,NULL,.1122881,18492,NULL,18492,.0943396,n/a**,.0943396,NULL,NULL,NULL,NULL,NULL,NULL,.8175964,.8277972,.815732,.2015772,57590,51302,58606
Morris County,20127,20127,KS,Kansas,.1733333,NULL,.1756757,NULL,NULL,NULL,.0769231,n/a**,.0769231,NULL,NULL,NULL,NULL,NULL,NULL,.7985612,.8990384,.7930944,.0806683,65778,46900,66777
Morton County,20129,20129,KS,Kansas,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.8289054,.9263158,.804261,.2815363,56687,51324,58265
Nemaha County,20131,20131,KS,Kansas,.1693548,NULL,.1693548,NULL,NULL,NULL,0,n/a**,0,NULL,NULL,NULL,NULL,NULL,NULL,.7551636,.9454545,.7486356,.0468131,74258,44001,74982
Neosho County,20133,20133,KS,Kansas,.1558442,NULL,.1558442,NULL,NULL,NULL,.0555556,n/a**,.0555556,NULL,NULL,NULL,NULL,NULL,NULL,.793633,.8764187,.7870352,.095876,56884,45450,57753
Ness County,20135,20135,KS,Kansas,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.8113469,.9562842,.7979849,.1170897,70248,42872,72167
Norton County,20137,20137,KS,Kansas,.0675676,NULL,.0675676,NULL,NULL,NULL,.2,n/a**,.2,NULL,NULL,NULL,NULL,NULL,NULL,.8412381,1,.823969,.1077288,67861,37273,68036
